CMDLINE /cvmfs/soft.computecanada.ca/easybuild/software/2017/Core/python/3.6.3/bin/python testAI.py bfs
MEM 17.835938 1554593859.6665
MEM 21.527344 1554593859.7674
MEM 23.039062 1554593859.8681
MEM 26.140625 1554593859.9689
MEM 28.968750 1554593860.0698
MEM 31.601562 1554593860.1706
MEM 35.324219 1554593860.2714
MEM 37.640625 1554593860.3723
MEM 41.593750 1554593860.4731
MEM 47.750000 1554593860.5739
MEM 54.199219 1554593860.6748
MEM 54.199219 1554593860.7756
MEM 54.199219 1554593860.8764
MEM 54.199219 1554593860.9773
MEM 54.199219 1554593861.0781
MEM 54.199219 1554593861.1789
MEM 54.199219 1554593861.2797
MEM 54.199219 1554593861.3806
MEM 54.199219 1554593861.4814
MEM 54.199219 1554593861.5822
MEM 54.199219 1554593861.6831
MEM 54.199219 1554593861.7839
MEM 54.199219 1554593861.8847
MEM 54.535156 1554593861.9856
MEM 54.535156 1554593862.0864
MEM 54.535156 1554593862.1872
MEM 54.535156 1554593862.2881
MEM 54.535156 1554593862.3885
MEM 54.535156 1554593862.4893
MEM 54.535156 1554593862.5901
MEM 54.535156 1554593862.6909
MEM 54.535156 1554593862.7917
MEM 54.535156 1554593862.8926
MEM 54.535156 1554593862.9934
MEM 54.535156 1554593863.0942
MEM 54.535156 1554593863.1951
MEM 55.265625 1554593863.2959
MEM 55.265625 1554593863.3967
MEM 55.265625 1554593863.4976
MEM 55.265625 1554593863.5984
MEM 55.265625 1554593863.6992
MEM 55.265625 1554593863.8000
MEM 55.265625 1554593863.9009
MEM 55.351562 1554593864.0017
MEM 55.351562 1554593864.1025
MEM 55.351562 1554593864.2034
MEM 55.351562 1554593864.3042
MEM 55.351562 1554593864.4050
MEM 55.351562 1554593864.5058
MEM 55.351562 1554593864.6066
MEM 55.351562 1554593864.7075
MEM 55.351562 1554593864.8096
MEM 55.351562 1554593864.9105
MEM 55.460938 1554593865.0114
MEM 55.460938 1554593865.1122
MEM 55.460938 1554593865.2130
MEM 55.460938 1554593865.3139
MEM 55.460938 1554593865.4147
MEM 55.460938 1554593865.5155
MEM 55.460938 1554593865.6163
MEM 55.460938 1554593865.7172
MEM 55.460938 1554593865.8180
MEM 55.460938 1554593865.9188
MEM 55.460938 1554593866.0196
MEM 55.460938 1554593866.1205
MEM 55.460938 1554593866.2213
MEM 55.460938 1554593866.3221
MEM 55.460938 1554593866.4230
MEM 55.460938 1554593866.5238
MEM 55.460938 1554593866.6246
MEM 55.460938 1554593866.7254
MEM 55.460938 1554593866.8262
MEM 55.460938 1554593866.9271
MEM 55.460938 1554593867.0279
MEM 55.460938 1554593867.1287
MEM 55.460938 1554593867.2296
MEM 55.511719 1554593867.3304
MEM 55.511719 1554593867.4312
MEM 55.511719 1554593867.5320
MEM 55.511719 1554593867.6328
MEM 55.511719 1554593867.7336
MEM 55.511719 1554593867.8344
MEM 55.511719 1554593867.9352
MEM 55.511719 1554593868.0356
MEM 55.511719 1554593868.1364
MEM 55.511719 1554593868.2372
MEM 55.511719 1554593868.3380
MEM 55.511719 1554593868.4389
MEM 55.511719 1554593868.5397
MEM 55.511719 1554593868.6406
MEM 55.511719 1554593868.7414
MEM 55.578125 1554593868.8422
MEM 55.578125 1554593868.9430
MEM 55.601562 1554593869.0438
MEM 55.601562 1554593869.1446
MEM 55.601562 1554593869.2454
MEM 55.601562 1554593869.3462
MEM 55.601562 1554593869.4471
MEM 55.601562 1554593869.5479
MEM 55.601562 1554593869.6487
MEM 55.601562 1554593869.7495
MEM 55.601562 1554593869.8504
